Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
KARURVYSYA,KARUR VYSYA BANK LIMITED,Regulation 7 (2),Original,27-Aug-2026 19:50:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_539_20260827_195048801_WEB.html,590003,KARURVYSYA,NOTLISTED,Srinivasarao M,,3,Equity,Promoter Group,G Mani,,1289652,0.13%,9103,"3,210,116.00",Sell,1280549,0.13%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
TTL,T T LIMITED,Regulation 7 (2),Original,27-Aug-2026 18:36:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2534_20260827_183636348_WEB.html,514142,TTL,NOTLISTED,VIMAL JAIN,,1,Equity,Promoter Group,T. T. BRANDS LIMITED,,89412200,34.61%,166620,"1,097,839.00",Buy,89578820,34.67%,26-08-2026,27-08-2026,Market Purchase,27-08-2026,,
TATACONSUM,Tata Consumer Products Limited,Regulation 7 (2),Original,27-Aug-2026 17:52:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1098_20260827_175236528_WEB.html,500800,TATACONSUM,NOTLISTED,Delnaz Dara Harda,,1,Equity,Designated Person,Mahesh Israni,,3906,0.00%,1500,"1,901,505.00",Sell,2406,0.00%,11-05-2026,11-05-2026,Market Sale,26-08-2026,,
NILASPACES,NILA SPACES LIMITED,Regulation 7 (2),Original,27-Aug-2026 17:05:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17088_20260827_170539360_WEB.html,542231,NILASPACES,NOTLISTED,GOPI DAVE,,1,Equity,Promoter,Kiran B Vadodaria,,28680065,7.28%,1000000,"12,580,000.00",Sell,27680065,7.03%,25-08-2026,27-08-2026,Market Sale,27-08-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,27-Aug-2026 16:35:50,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260827_163550693_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,1,Equity,Other,KPIT Technologies Limited Employees Welfare Trust,,1653624,0.60%,2750,"1,638,434.00",Sell,1650874,0.60%,18-08-2026,18-08-2026,ESOP,26-08-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,27-Aug-2026 16:35:50,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260827_163550693_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,2,Equity,Other,KPIT Technologies Limited Employees Welfare Trust,,1650874,0.60%,2964,"1,721,887.00",Sell,1647910,0.60%,24-08-2026,24-08-2026,ESOP,26-08-2026,,
KPITTECH,KPIT TECHNOLOGIES LIMITED,Regulation 7 (2),Original,27-Aug-2026 16:35:50,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17417_20260827_163550693_WEB.html,542651,KPITTECH,NOTLISTED,Ashish Malhotra,,3,Equity,Other,KPIT Technologies Limited Employees Welfare Trust,,1647910,0.60%,1367,"795,855.00",Sell,1646543,0.60%,25-08-2026,25-08-2026,ESOP,26-08-2026,,
RAJMET,Rajnandini Metal Limited,Regulation 7 (2),Original,27-Aug-2026 15:57:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16759_20260827_155745971_WEB.html,000000,RAJMET,NOTLISTED,Manoj Kumar Jangir,,1,Equity,Promoter,Het Ram,,87379477,31.60%,1325000,"4,783,250.00",Sell,86054477,31.12%,24-08-2026,24-08-2026,Market Sale,25-08-2026,,
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,Regulation 7 (2),Original,27-Aug-2026 15:09:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17639_20260827_150929746_WEB.html,544273,MGEL,NA,KARANSINGH I KARKI,,1,Equity,Directors Immediate Relative,Pritu Gupta,,465713,0.14%,50000,"726,500.00",Buy,515713,0.15%,24-08-2026,24-08-2026,Market Purchase,26-08-2026,,
CSLFINANCE,CSL Finance Limited,Regulation 7 (2),Original,27-Aug-2026 14:53:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20784_20260827_145328549_WEB.html,530067,CSLFINANCE,NOTLISTED,Ashok Kumar Kathuria,,1,Equity,Promoter,Rohit Gupta HUF,,360136,1.58%,2058,"466,014.00",Buy,362194,1.59%,24-08-2026,24-08-2026,Market Purchase,25-08-2026,,
CSLFINANCE,CSL Finance Limited,Regulation 7 (2),Original,27-Aug-2026 14:53:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20784_20260827_145328549_WEB.html,530067,CSLFINANCE,NOTLISTED,Ashok Kumar Kathuria,,2,Equity,Promoter,Rohit Gupta HUF,,362194,1.58%,10000,"2,300,000.00",Buy,372194,1.63%,24-08-2026,24-08-2026,Market Purchase,25-08-2026,,
CSLFINANCE,CSL Finance Limited,Regulation 7 (2),Original,27-Aug-2026 14:53:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20784_20260827_145328549_WEB.html,530067,CSLFINANCE,NOTLISTED,Ashok Kumar Kathuria,,3,Equity,Promoter,Rohit Gupta HUF,,372194,1.63%,5915,"1,354,476.00",Buy,378109,1.66%,25-08-2026,25-08-2026,Market Purchase,25-08-2026,,
CSLFINANCE,CSL Finance Limited,Regulation 7 (2),Original,27-Aug-2026 14:53:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20784_20260827_145328549_WEB.html,530067,CSLFINANCE,NOTLISTED,Ashok Kumar Kathuria,,4,Equity,Promoter,Rohit Gupta HUF,,378109,1.65%,20000,"4,600,000.00",Buy,398109,1.75%,26-08-2026,26-08-2026,Market Purchase,26-08-2026,,
CSLFINANCE,CSL Finance Limited,Regulation 7 (2),Original,27-Aug-2026 14:53:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20784_20260827_145328549_WEB.html,530067,CSLFINANCE,NOTLISTED,Ashok Kumar Kathuria,,5,Equity,Promoter,Rohit Gupta HUF,,398109,1.74%,10000,"2,300,000.00",Buy,408109,1.79%,26-08-2026,26-08-2026,Market Purchase,26-08-2026,,
PRECWIRE,PRECISION WIRES INDIA LIMITED,Regulation 7 (2),Original,27-Aug-2026 13:19:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_910_20260827_131918491_WEB.html,523539,PRECWIRE,NOTLISTED,DEEPIKA PANDEY,,1,Equity,Director,"Niraj 
Bhukhanwala",00113468,32445,0.02%,7500,"3,249,277.00",Sell,24945,0.01%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,Regulation 7 (2),Original,27-Aug-2026 11:19:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260827_111919080_WEB.html,511589,AVONMORE,NOTLISTED,SONAL,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,94495078,33.48%,89000,"1,240,525.00",Buy,94584078,33.51%,26-08-2026,26-08-2026,Market Purchase,27-08-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,26-Aug-2026 19:41:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260826_194100413_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,1,Equity,Director,Prashant Prahaladray Thakar,03179115,4159563,1.98%,160971,"373,034.00",Sell,3998592,1.90%,24-08-2026,24-08-2026,Market Sale,25-08-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,26-Aug-2026 19:41:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260826_194100413_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,2,Equity,Director,Prashant Prahaladray Thakar,03179115,3998592,1.90%,44775,"108,427.00",Sell,3953817,1.88%,21-08-2026,21-08-2026,Market Sale,25-08-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,26-Aug-2026 19:41:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260826_194100413_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,3,Equity,Director,Prashant Prahaladray Thakar,03179115,3953817,1.88%,155228,"377,747.00",Sell,3798589,1.81%,20-08-2026,20-08-2026,Market Sale,25-08-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,26-Aug-2026 19:41:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260826_194100413_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,4,Equity,Director,Prashant Prahaladray Thakar,03179115,3798589,1.81%,68936,"170,451.00",Sell,3729653,1.78%,19-08-2026,20-08-2026,Market Sale,25-08-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,26-Aug-2026 19:41:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260826_194100413_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,5,Equity,Director,Prashant Prahaladray Thakar,03179115,3729653,1.78%,112565,"271,619.00",Sell,3617088,1.72%,18-08-2026,20-08-2026,Market Sale,25-08-2026,,
CENTUM,CENTUM ELECTRONICS LIMITED,Regulation 7 (2),Original,26-Aug-2026 18:49:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2659_20260826_184953370_WEB.html,517544,CENTUM,NOTLISTED,INDU H S,,1,Equity,Designated Person,Bhoopendra Kumar Singh,,4183,0.03%,1702,"5,791,000.00",Sell,2481,0.02%,20-08-2026,20-08-2026,Market Sale,24-08-2026,,
CENTUM,CENTUM ELECTRONICS LIMITED,Regulation 7 (2),Original,26-Aug-2026 18:49:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2659_20260826_184953370_WEB.html,517544,CENTUM,NOTLISTED,INDU H S,,2,Equity,Designated Person,Bhoopendra Kumar Singh,,2481,0.02%,520,"1,821,000.00",Sell,1961,0.01%,21-08-2026,21-08-2026,Market Sale,25-08-2026,,
CENTUM,CENTUM ELECTRONICS LIMITED,Regulation 7 (2),Original,26-Aug-2026 18:49:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2659_20260826_184953370_WEB.html,517544,CENTUM,NOTLISTED,INDU H S,,3,Equity,Designated Person,R Rama Prasad,,2,0.00%,1000,"3,795,750.00",Buy,1002,0.01%,26-08-2026,26-08-2026,ESOP,26-08-2026,,
CENTUM,CENTUM ELECTRONICS LIMITED,Regulation 7 (2),Original,26-Aug-2026 18:49:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2659_20260826_184953370_WEB.html,517544,CENTUM,NOTLISTED,INDU H S,,4,Equity,Designated Person,Arun Mahadev Sonar,,0,0.00%,2000,"7,591,500.00",Buy,2000,0.01%,26-08-2026,26-08-2026,ESOP,26-08-2026,,
EVEREADY,EVEREADY INDUSTRIES INDIA LIMITED,Regulation 7 (2),Original,26-Aug-2026 18:37:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2275_20260826_183710294_WEB.html,531508,EVEREADY,NOTLISTED,SHAMPA GHOSH RAY,,1,Equity,Promoter,VIVAYA ENTERPRISES PRIVATE LIMITED,U52100WB2021PTC245629,494558,0.68%,44558,"15,617,579.00",Pledge,494558,0.68%,24-08-2026,24-08-2026,Pledge Creation,26-08-2026,,
BCONCEPTS,BRAND CONCEPTS LIMITED,Regulation 7 (2),Original,26-Aug-2026 17:23:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15702_20260826_172352293_WEB.html,543442,BCONCEPTS,NOTLISTED,Swati Gupta,,1,Equity,Director,Govind Shridhar Shrikhande,00029419,11803,0.09%,4024,"642,486.00",Buy,15827,0.12%,25-08-2026,25-08-2026,Market Purchase,26-08-2026,,
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,Regulation 7 (2),Original,26-Aug-2026 16:32:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15598_20260826_163212172_WEB.html,543525,SILVERTUC,NOTLISTED,Rahul Girdharilal Advani,,1,Equity,Promoter and Director,Vipul Haridas Thakkar,00169558,26829760,21.16%,14000,"2,533,675.00",Buy,26843760,21.17%,25-08-2026,25-08-2026,Market Purchase,26-08-2026,,
BHAGERIA,Bhageria Industries Limited,Regulation 7 (2),Original,26-Aug-2026 15:35:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260826_153544422_WEB.html,530803,BHAGERIA,NOTLISTED,Deepa Toshniwal,,1,Equity,Promoter Group,Aditya Bhageria,,185761,0.42%,10000,"2,228,700.00",Buy,195761,0.45%,26-08-2026,26-08-2026,Market Purchase,26-08-2026,,
GFLLIMITED,GFL LIMITED,Regulation 7 (2),Original,26-Aug-2026 13:44:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_198_20260826_134440827_WEB.html,500173,GFLLIMITED,NA,Lakhan Laxmi Rajam Shamala,,1,Equity,Promoter and Director,Siddharth Jain,00030202,14807953,13.48%,32955000,0.00,Buy,47762953,43.48%,24-08-2026,24-08-2026,Gift,25-08-2026,,
GFLLIMITED,GFL LIMITED,Regulation 7 (2),Original,26-Aug-2026 13:44:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_198_20260826_134440827_WEB.html,500173,GFLLIMITED,NA,Lakhan Laxmi Rajam Shamala,,2,Equity,Promoter and Director,Pavan Kumar Jain,00030098,46308012,42.16%,32955000,0.00,Sell,13353012,12.16%,24-08-2026,24-08-2026,Gift,25-08-2026,,
GNA,GNA AXLES LIMITED,Regulation 7 (2),Original,26-Aug-2026 13:06:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14236_20260826_130604337_WEB.html,540124,GNA,NOTLISTED,GOURAV JAIN,,1,Equity,Promoter Group,MANINDER SINGH SEEHRA,,2029750,4.73%,447644,"254,116,904.00",Sell,1582106,3.69%,18-08-2026,24-08-2026,Market Sale,26-08-2026,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,Regulation 7 (2),Original,26-Aug-2026 10:35:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260826_103522339_WEB.html,511589,AVONMORE,NOTLISTED,SONAL,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,94460078,33.47%,35000,"470,500.00",Buy,94495078,33.48%,25-08-2026,25-08-2026,Market Purchase,26-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,25-Aug-2026 19:49:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260825_194907990_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,1,Equity,Designated Person,Amit Verma,,300,0.00%,300,"403,989.00",Sell,0,0.00%,24-08-2026,24-08-2026,Market Sale,24-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,25-Aug-2026 19:49:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260825_194907990_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,2,Equity,Immediate Relative,Poonam Raghuvanshi,,500,0.00%,500,"682,500.00",Sell,0,0.00%,20-08-2026,20-08-2026,Market Sale,24-08-2026,,
NAUKRI,Info Edge (India) Limited,Regulation 7 (2),Original,25-Aug-2026 19:49:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2460_20260825_194907990_WEB.html,532777,NAUKRI,NOTLISTED,Jaya Bhatia,,3,Equity,Designated Person,Pallavi Belagavi,,21665,0.00%,7400,"10,008,860.00",Sell,14265,0.00%,21-08-2026,21-08-2026,Market Sale,25-08-2026,,
LANDMARK,Landmark Cars Limited,Regulation 7 (2),Revision,25-Aug-2026 19:04:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20392_20260825_190414559_WEB.html,543714,LANDMARK,NOTLISTED,Amol Arvind Raje,,1,Equity,Designated Person,Harshal Manojkumar Desai,08958940,43750,0.11%,6217,"3,162,569.00",Sell,37533,0.09%,19-08-2026,19-08-2026,Market Sale,19-08-2026,,
JUBLINGREA,JUBILANT INGREVIA LIMITED,Regulation 7 (2),Original,25-Aug-2026 18:27:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19288_20260825_182720355_WEB.html,543271,JUBLINGREA,NOTLISTED,Deepanjali Gulati,,1,Equity,Trust,Jubilant Ingrevia Employees Welfare Trust,,1542244,0.97%,2627,"1,860,573.00",Sell,1539617,0.97%,21-08-2026,21-08-2026,ESOP,24-08-2026,,
IONEXCHANG,ION EXCHANGE (INDIA) LIMITED,Regulation 7 (2),Original,25-Aug-2026 17:43:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_185_20260825_174326419_WEB.html,500214,IONEXCHANG,NOTLISTED,NIKISHA SOLANKI,,1,Equity,Promoter Group,Dinesh Sharma,,5712710,3.90%,230000,0.00,Sell,5482710,3.73%,19-08-2026,19-08-2026,Gift,21-08-2026,,
IONEXCHANG,ION EXCHANGE (INDIA) LIMITED,Regulation 7 (2),Original,25-Aug-2026 17:43:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_185_20260825_174326419_WEB.html,500214,IONEXCHANG,NOTLISTED,NIKISHA SOLANKI,,2,Equity,Promoter Group,Dhruv Dinesh Trigunayat,,150000,0.10%,230000,0.00,Buy,380000,0.25%,19-08-2026,19-08-2026,Gift,21-08-2026,,
BHAGERIA,Bhageria Industries Limited,Regulation 7 (2),Original,25-Aug-2026 16:55:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260825_165512735_WEB.html,530803,BHAGERIA,NOTLISTED,Deepa Toshniwal,,1,Equity,Promoter Group,Aditya Bhageria,,174109,0.40%,11652,"2,601,998.00",Buy,185761,0.42%,25-08-2026,25-08-2026,Market Purchase,25-08-2026,,
BHARATGEAR,Bharat Gears Limited,Regulation 7 (2),Original,25-Aug-2026 16:12:45,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1253_20260825_161245656_WEB.html,505688,BHARATGEAR,NOTLISTED,Prashant Khattry,,1,Equity,Promoter Immediate Relative,Viney  Uppal,,0,0.00%,33215,"3,512,886.00",Buy,33215,0.22%,06-08-2026,13-08-2026,Market Purchase,24-08-2026,,
FSL,Firstsource Solutions Limited,Regulation 7 (2),Original,25-Aug-2026 16:05:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2535_20260825_160526850_WEB.html,532809,FSL,NOTLISTED,Pooja Nambiar,,1,Equity,Trust,Firstsource Employee Benefit Trust,,5602389,0.80%,39400,"10,559,200.00",Sell,5562989,0.79%,19-08-2026,19-08-2026,Market Sale,20-08-2026,,
FSL,Firstsource Solutions Limited,Regulation 7 (2),Original,25-Aug-2026 16:05:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2535_20260825_160526850_WEB.html,532809,FSL,NOTLISTED,Pooja Nambiar,,2,Equity,Trust,Firstsource Employee Benefit Trust,,5562989,0.79%,88483,"884,830.00",Sell,5474506,0.78%,19-08-2026,19-08-2026,Off Market,20-08-2026,,
PIIND,PI INDUSTRIES LIMITED,Regulation 7 (2),Original,25-Aug-2026 15:08:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4909_20260825_150818474_WEB.html,523642,PIIND,NOTLISTED,Shruti Joshi,,1,Equity,Designated Person,Jayesh Dholariya,,8125,0.00%,1500,"3,734,250.00",Sell,6625,0.00%,21-08-2026,21-08-2026,Gift,24-08-2026,,
PIIND,PI INDUSTRIES LIMITED,Regulation 7 (2),Original,25-Aug-2026 15:08:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4909_20260825_150818474_WEB.html,523642,PIIND,NOTLISTED,Shruti Joshi,,2,Equity,Designated Person,Jayesh Dholariya,,6625,0.00%,1500,"3,734,250.00",Sell,5125,0.00%,21-08-2026,21-08-2026,Gift,24-08-2026,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,25-Aug-2026 12:49:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260825_124910470_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,,1,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22788750,23.02%,27257,"1,151,863.00",Buy,22816007,23.05%,21-08-2026,21-08-2026,Market Purchase,24-08-2026,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,25-Aug-2026 12:49:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260825_124910470_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,,2,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22816007,23.05%,55243,"2,329,970.00",Buy,22871250,23.10%,21-08-2026,21-08-2026,Market Purchase,24-08-2026,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,Regulation 7 (2),Original,25-Aug-2026 11:57:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260825_115724415_WEB.html,511589,AVONMORE,NOTLISTED,SONAL,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,94394731,33.45%,65347,"886,448.00",Buy,94460078,33.47%,24-08-2026,24-08-2026,Market Purchase,25-08-2026,,
SIGIND,Signet Industries Limited,Regulation 7 (2),Original,24-Aug-2026 21:54:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16593_20260824_215430244_WEB.html,512131,SIGIND,NOTLISTED,Preeti Singh,,1,Equity,Promoter and Director,Mukesh Sangla,00189676,1236782,4.20%,30350,"2,222,216.00",Buy,1267132,4.30%,20-08-2026,20-08-2026,Market Purchase,24-08-2026,,
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,Regulation 7 (2),Original,24-Aug-2026 19:41:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260824_194135252_WEB.html,526829,CONFIPET,NOTLISTED,Prity Bhabhra,,1,Equity,Promoter Group,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,,16453989,4.95%,2772372,"202,734,295.00",Buy,19226361,5.79%,19-08-2026,21-08-2026,Market Purchase,24-08-2026,,
NCLIND,NCL INDUSTRIES LIMITED,Regulation 7 (2),Original,24-Aug-2026 19:29:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260824_192958578_WEB.html,502168,NCLIND,NOTLISTED,M.DIVYA BHARATHI,,1,Equity,Promoter Group,NCL HOLDINGS (A&S) LTD,U65920TG2018PLC121664,394583,0.87%,6955,"1,201,963.00",Buy,401538,0.89%,21-08-2026,21-08-2026,Market Purchase,24-08-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,24-Aug-2026 18:07:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260824_180746461_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,1,Equity,Designated Person,Amit Aggarwal,,2050,0.00%,2050,"3,865,357.00",Sell,0,0.00%,19-08-2026,19-08-2026,Market Sale,21-08-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,24-Aug-2026 18:07:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260824_180746461_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,2,Equity,Other,Dr. Lal PathLabs Employee Welfare Trust,,741286,0.44%,31300,"45,317,961.00",Sell,709986,0.42%,24-08-2026,24-08-2026,ESOP,24-08-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,24-Aug-2026 17:07:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260824_170712332_WEB.html,542772,360ONE,NA,Rohit Bhase,,1,Equity,Designated Person,Samrat Bose,,100500,0.00%,1000,"1,215,000.00",Sell,99500,0.00%,20-08-2026,20-08-2026,Market Sale,21-08-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,24-Aug-2026 17:07:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260824_170712332_WEB.html,542772,360ONE,NA,Rohit Bhase,,2,Equity,Designated Person,Pankaj Fitkariwala,,50000,0.00%,5000,"6,075,000.00",Sell,45000,0.00%,20-08-2026,20-08-2026,Market Sale,23-08-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,24-Aug-2026 17:07:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260824_170712332_WEB.html,542772,360ONE,NA,Rohit Bhase,,3,Equity,Designated Person,Japhia Joshua Walker,,58304,0.00%,2000,"2,431,120.00",Sell,56304,0.00%,20-08-2026,20-08-2026,Market Sale,21-08-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,24-Aug-2026 17:07:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260824_170712332_WEB.html,542772,360ONE,NA,Rohit Bhase,,4,Equity,Designated Person,Priya Pradip Biswas,,39000,0.00%,2000,"2,402,360.00",Sell,37000,0.00%,20-08-2026,20-08-2026,Market Sale,21-08-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,24-Aug-2026 17:07:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260824_170712332_WEB.html,542772,360ONE,NA,Rohit Bhase,,5,Equity,Designated Person,Vineet Jain,,7000,0.00%,1000,"1,213,400.00",Sell,6000,0.00%,20-08-2026,20-08-2026,Market Sale,21-08-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,24-Aug-2026 17:07:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260824_170712332_WEB.html,542772,360ONE,NA,Rohit Bhase,,6,Equity,Designated Person,Navin Narmadeshwar Upadhyaya,,57000,0.00%,11000,"13,336,840.00",Sell,46000,0.00%,20-08-2026,20-08-2026,Market Sale,21-08-2026,,
BHAGERIA,Bhageria Industries Limited,Regulation 7 (2),Original,24-Aug-2026 14:59:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260824_145924397_WEB.html,530803,BHAGERIA,NOTLISTED,Deepa Toshniwal,,1,Equity,Promoter Group,Aditya Bhageria,,169109,0.39%,5000,"1,108,600.00",Buy,174109,0.40%,24-08-2026,24-08-2026,Market Purchase,24-08-2026,,
CSLFINANCE,CSL Finance Limited,Regulation 7 (2),Original,24-Aug-2026 12:07:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20784_20260824_120758845_WEB.html,530067,CSLFINANCE,NOTLISTED,Ashok Kumar Kathuria,,1,Equity,Promoter,CSL Capital Private Limited,U65921DL1993PTC219701,6820927,29.93%,10000,0.00,Buy,6830927,29.98%,21-08-2026,21-08-2026,Market Purchase,21-08-2026,,
CSLFINANCE,CSL Finance Limited,Regulation 7 (2),Original,24-Aug-2026 12:07:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20784_20260824_120758845_WEB.html,530067,CSLFINANCE,NOTLISTED,Ashok Kumar Kathuria,,2,Equity,Promoter,Rohit Gupta HUF,,318341,1.39%,12380,0.00,Buy,330721,1.45%,19-08-2026,19-08-2026,Market Purchase,21-08-2026,,
